pore_number,pore_N,Canonical_STRONGs,formation_time,formation_probability,formation_energy
18874,22,AAFFZFZFFFZFZFFSFFSFZFFZFFZFZFFZFZFF,204.85,0.0001,1175.53
18875,22,AAFFZFFZFFZFZFZFZFFZFFFACAFFZFFFSFFZF,216.78,0.0001,1157.92
18876,22,AAFFFSFFZFZFZFFZFZFFFZFACAFFFZFZFFZFF,204.08,0.0002,1170.32
18877,22,AAFFFAAFFFZFZFFAAFFZFFAAFFFSFFZFFZFZF,204.51,0.0001,1107.11
18878,22,AAFFZFFZFFAAFFZFZFZFFFZFZFFACAFFZFFFZF,206.62,0.0001,1164.02
18879,22,AAFFAAFFFZFAAFZFFFZFFSFFAAFFFZFAAFZFFZFFF,207.04,0.0001,1223.44
18880,22,AAFFAAFFZFFFZFAAFFZFFAAFFFAAFZFFFZFZFF,206.18,0.0001,1108.47
18881,22,AAFFFAAFFZFFZFZFFFACAFZFFZFFFAAFFZFZFF,206.35,0.0002,1125.80
18882,22,AAFFFASFZFFAAFFZFFZFFZFZFZFZFFZFZFFF,212.35,0.0002,1125.88
18883,22,AAFFFZFFAAFFZFZFFAAFZFFFZFZFFFSFFACAFFZFF,212.68,0.0001,1242.54
18884,22,AAFFFACAFFZFFFAAFFZFFAAFFZFFZFAAFFFZFF,204.18,0.0001,1074.99
18885,22,AAFFFZFZFFFSFZFFZFZFZFFZFFZFZFFZF,204.32,0.0006,1060.51
18886,22,AAFFFAAFFFAAFFFSFFZFAAFFZFFFAAFFZFZFF,202.66,0.0001,1068.50
18887,22,AAFFZFZFZFFZFFZFFZFZFAAFZFFFZFZFZFFFZF,198.98,0.0001,1233.98
18888,22,AAFFFSFFZFFAAFFFZFAAFFZFZFFFAAFFZFFZF,218.87,0.0002,1104.51
18889,22,AAFFAAFFFZFFZFAAFFFAAFFZFFZFAAFFFZFFZF,220.03,0.0001,1101.66
18890,22,AAFFFZFZFFACAFFZFFZFFZFFZFAAFFZFZFFZFF,203.69,0.0001,1153.31
18891,22,AAFFFAAFFFZFSFFZFZFFFAAFZFFZFFAAFFFZF,211.45,0.0003,1109.33
18892,22,AAFFFZFZFFZFFAAFZFFZFFSFFZFFZFFAAFZFF,216.85,0.0001,1132.23
18893,22,AAFAAFFFZFFZFAAFFZFFFAAFFSFFZFFAAFZFFFZFF,214.55,0.0001,1218.81
18894,22,AAFFFAAFFZFZFFFZFAAFFFSFZFZFFFZFZFZFF,205.98,0.0001,1154.32
18895,22,AAFFFAAFFFAAFFFSFFZFZFZFZFFFZFAAFFFZF,207.41,0.0001,1118.86
18896,22,AAFFFZFAAFZFFFZFFAAFFZFZFZFFFSFFZFZFF,216.6,0.0002,1152.13
18897,22,AAFFFSFFZFZFZFZFFZFFFAAFZFZFFFAAFZFFF,213.74,0.0001,1156.96
18898,22,AAFFFZFAAFFFZFZFZFZFFZFFZFZFFFACAFZFFF,208.45,0.0001,1177.16
18899,22,AAFFZFFFSFFZFAAFZFZFFFZFZFFZFFACAFFZFFZFF,205.47,0.0001,1276.05
18900,22,AAFFAAFFZFFFSFZFFZFFAAFFZFFAAFZFFFZFF,210.16,0.0001,1089.25
18901,22,FFFZFZFZFZFFZFFZFFSFZFFZFFZFZFZFZ,214.32,0.0003,1082.72
18902,22,AAFFFZFZFZFFFZFAAFZFFZFFZFZFFFACAFFFZF,213.29,0.0001,1164.70
18903,22,AAFFZFFZFFASFZFFFZFAAFFZFZFFZFFZFZFF,206.47,0.0002,1116.17
18904,22,AAFFFAAFFFAAFFZFZFFFSFFAAFFFAAFZFFFZF,218.15,0.0002,1071.71
18905,22,ACAFFZFFFZFZFZFFZFZFZFFZFZFFZFFFSFZFF,201.53,0.0001,1199.37
18906,22,AAFFFAAFFZFFZFFZFZFAAFZFFFZFFAAFFZFFZF,212.88,0.0002,1141.33
18907,22,AAFFAAFFFAAFFFZFAAFFFZFZFAAFFFZFFAAFFF,211.92,0.0002,1073.65
18908,22,AAFFFZFFAAFZFZFFZFFZFFFSZFFZFFAAFFZFF,219.96,0.0001,1135.41
18909,22,AAFAAFFFAAFFFAAFFFAAFFZFFAAFFZFZFFZFFF,215.41,0.0001,1069.20
18910,22,AAFFFACAFFFZFZFFZFFACAFFFZFFZFZFZFZFFF,212.84,0.0001,1153.35
18911,22,AAFFFAAFFZFFZFFZFSFFSFFZFFZFZFFZFZFF,216.21,0.0001,1137.18
18912,22,AAFFFZFFAAFZFFFSFFSFFZFFZFZFZFFZFZFF,215.2,0.0001,1143.30
18913,22,AAFFFZFZFFZFACAFFFZFFZFFZFAAFFZFFZFZFF,202.24,0.0001,1160.34
18914,22,AAFFFZFFZFAAFFZFFZFZFZFZFFFZFFAAFZFZFF,215.07,0.0002,1192.31
18915,22,AAFFFAAFFFSFZFFAAFFFZFZFFZFZFAAFFFZFF,212.61,0.0002,1104.41
18916,22,ACAFFFZFFZFZFZFZFFFACAFFFZFFZFZFZFZFFF,212.88,0.0001,1198.46
18917,22,AAFFZFZFFZFFZFFASFFZFZFZFZFFZFFZFFZF,215.42,0.0002,1162.72
18918,22,AAFFFZFAAFFZFFZFFSFFZFZFZFFFZFAAFZFFF,212.14,0.0001,1145.67
18919,22,AAFFFAAFFZFFAAFFZFFFZFAAFZFZFFZFFZFFZF,214.22,0.0001,1141.20
18920,22,AAFFFZFZFZFFFAAFZFFZFFFASFZFZFFZFFZF,211.74,0.0001,1128.18
18921,22,AAFFFZFAAFFZFFFZFAAFZFFFAAFZFFFZFZFZFF,211.13,0.0003,1155.96
18922,22,AAFFFZFFAAFZFZFFFSFFZFZFFZFFAAFZFFZFF,205.03,0.0001,1143.28
18923,22,AAFFAAFFFZFZFFZFFACAFFFZFFAAFZFFFZFZFF,208.14,0.0002,1124.02
18924,22,AAFFFZFAAFFZFFFZFAAFFZFAAFFFZFFZFZFZFF,216.95,0.0001,1151.13
18925,22,AAFFFSFFZFFZFZFZFFAAFFZFFFZFACAFFZFFFZFZF,213.28,0.0001,1287.81
18926,22,AAFFFZFZFFZFAAFFZFFFZFZFAAFFZFZFFFZFZF,207.03,0.0001,1199.06
18927,22,AAFFFACAFFFZFZFFFSFZFZFZFFFZFFACAFFZFZFFF,214.36,0.0001,1214.58
18928,22,AAFFFAAFFFAAFFFAAFZFFFAAFZFFFZFAAFFFZF,210.69,0.0001,1075.96
18929,22,ACAFFFZFZFFFASFZFZFFZFFZFZFZFFZFZFFF,204.63,0.0001,1109.64
18930,22,AAFFFAAFFFZFZFZFFZFAAFFFZFZFFFACAFFFZF,217.34,0.0002,1135.53
18931,22,AAFFFACAFFFZFFZFAAFFZFZFFFZFZFZFZFZFFF,209.48,0.0001,1177.59
18932,22,AAFFFAAFFFZFAAFFFZFAAFFFAAFFZFFFAAFZFF,214.64,0.0001,1071.17
18933,22,AAFAAFFFZFZFFZFFAAFFZFFAAFFFAAFZFFFZFF,204.4,0.0001,1106.69
18934,22,AAFFFZFZFFZFZFZFFZFFZFFSFZFFZFFZF,195.62,0.0003,1032.44
18935,22,FFFSFZFZFFZFFZFZFZFZFFFZFZFZFZFFZ,213.53,0.0008,1110.97
18936,22,AAFFFZFFZFZFZFFAAFFFZFZFFAAFFZFFZFFFS,220.97,0.0001,1144.24
18937,22,AAFFAAFFFZFFACAFFFZFZFFFSFZFFZFZFZFFF,208.25,0.0002,1124.45
18938,22,AAFFAAFFFZFFSFFZFZFZFFZFZFFFACAFFFZFF,204.52,0.0001,1121.15
18939,22,ACAFFFZFZFFZFZFFZFFASFZFFZFFZFZFZFFF,217.81,0.0001,1103.96
18940,22,AAFFFAAFFFSFFSFFZFFZFZFZFFZFZFZFFFZF,202.72,0.0001,1150.30
18941,22,AAFFFAAFFZFFFACAFZFFFZFZFZFFFAAFZFFZFF,214.29,0.0001,1130.51
18942,22,AAFFAAFFFAAFFZFZFZFFFZFFACAFFFACAFFFZFZFFF,218.49,0.0001,1173.63
18943,22,AAFFAAFFFAAFFZFFAAFFFZFZFFACAFFFZFZFFF,215.1,0.0001,1088.44
18944,22,AAFFFSFFZFZFAAFFFZFFZFZFZFZFFFAAFZFFF,218.14,0.0001,1156.95
18945,22,AAFFFZFFZFZFAAFFZFFFZFAAFFZFZFFFAAFFZF,212.33,0.0001,1150.84
18946,22,AAFFFAAFFZFFFAAFSFFZFFZFFAAFFZFFZFZFF,209.33,0.0001,1096.53
18947,22,AAFFFACAFFFZFZFFFACAFFZFFFAAFZFFFACAFFFZFF,221.47,0.0001,1203.92
18948,22,AAFFFAAFFFSFFAAFZFFFZFZFFZFAAFFZFFZFF,205.24,0.0001,1103.34
18949,22,AAFAAFFFAAFFFZFZFFAAFFZFFZFAAFFFZFZFFF,218.25,0.0002,1113.96
18950,22,AAFAAFFFZFZFFZFFZFAAFFFZFAAFFZFFZFFZFF,203.71,0.0001,1140.67
18951,22,AAFAAFFFZFFZFFAAFZFFZFFZFZFZFFZFZFFFZF,204.26,0.0001,1188.01
18952,22,AAFFAAFFFZFFZFZFZFZFFZFZFFZFFZFZFF,202.78,0.0005,1069.35
18953,22,AAFFFZFFACAFFZFFZFFFACAFFFZFSFFZFZFFZFFZF,209.9,0.0001,1251.45
18954,22,AAFFFACAFFZFFZFFZFZFZFZFFFZFZFAAFFZFFF,215.15,0.0001,1168.29
18955,22,AAFFFZFZFFFACAFZFFZFFZFFAAFFZFFFACAFZFFFZF,215.33,0.0001,1263.65
18956,22,AAFFFZFFSFZFZFFZFFFACAFFZFFZFFAAFFZFF,209.36,0.0001,1065.71
18957,22,AAFFFACAFFFZFZFFSFFZFFZFZFFAAFFZFZFFF,201.49,0.0001,1121.48
18958,22,AAFFFAAFFZFFAAFFFZFZFFSFFSFFZFFZFZFF,209.86,0.0001,1098.93
18959,22,AAFFFZFZFFZFZFFSFFZFFZFZFZFFZFFZF,213.3,0.0006,1061.09
18960,22,ACAFZFFFZFFZFZFZFZFFZFFZFZFZFFZFZFFFZF,205.63,0.0001,1258.44
18961,22,AAFFFZFFAAFZFZFFFZFZFFZFAAFFZFZFFFZFZF,210.99,0.0001,1199.51
18962,22,AAFFFAAFFZFZFFFAAFZFFZFFZFFACAFFZFFFZF,204.44,0.0001,1119.15
18963,22,AAFFAAFFFZFFAAFZFFFAAFFZFZFFZFFFSZFFF,218.21,0.0001,1105.33
18964,22,AAFFAAFFFZFFAAFFFAAFZFZFFFZFZFZFZFFFZF,206.28,0.0001,1162.02
18965,22,AAFFAAFFFAAFFFAAFFFAAFZFFZFFFSFZFZFFF,207.89,0.0001,1064.91
18966,22,AAFFAAFFZFFAAFFFAAFFFZFZFZFZFZFZFFFZFF,216.27,0.0001,1160.07
18967,22,AAFZFFZFFZFFZFZFFZFAAFZFFZFFZFFZFZFFZF,205.29,0.0001,1205.03
18968,22,AAFFFAAFFZFFZFZFFFSZFFZFFFACAFFFZFZFF,213.18,0.0001,1122.00
18969,22,AAFAAFFFZFFZFAAFFZFFFSFFAAFFFACAFFFZFZFFF,226.73,0.0001,1204.97
18970,22,AAFFFAAFFFZFAAFFFZFSFFZFZFFFAAFFZFZFF,215.66,0.0001,1114.33
18971,22,AAFFAAFFFAAFFFAAFFFAAFFSFFZFFZFZFZFFF,217.5,0.0001,1068.33
18972,22,AAFFFZFFAAFFZFFASFFZFZFFZFFAAFFZFFZF,221.68,0.0001,1076.13
18973,22,AAFFFZFZFZFFFSFZFFZFFZFZFAAFFZFFFZFZF,207.98,0.0001,1186.45
18974,22,AAFFFZFAAFFFZFAAFFFZFFAAFZFFFSFFZFZFF,213.09,0.0001,1109.86
18975,22,AAFFAAFFFAAFFFAAFFAAFFFZFFAAFFAAFFZFFF,219.2,0.0001,1025.22
18976,22,AAFFFAAFFFACCAFFFZFZFFFZFZFAAFFZFFFSFFAAFZFFF,213.18,0.0001,1352.60
18977,22,AAFFFZFZFFASFFZFZFFZFZFZFFFZFAAFFZFF,219.18,0.0001,1133.93
18978,22,AAFFFZFSFFZFFZFFAAFZFFZFFZFFAAFZFFFZF,213.07,0.0002,1137.98
18979,22,AAFFAAFFFZFFZFAAFFZFZFFFZFAAFZFFFZFZFF,216.3,0.0001,1152.06
18980,22,AAFAAFFFZFFZFZFZFZFFFAAFFFSFZFFZFZFFF,215.61,0.0001,1150.40
18981,22,AAFFFAAFFZFFZFFAAFFZFZFFZFFASFFZFFZF,218.42,0.0001,1075.94
18982,22,AAFFFZFZFFZFFACAFFZFFZFFFSFZFFZFZFZFF,209.58,0.0001,1151.60
18983,22,AAFFFZFFZFFASFZFZFFZFFZFZFZFFZFFZFZF,212.01,0.0001,1161.71
18984,22,ACAFFFZFZFFFZFACAFFFZFZFFZFZFFZFZFFZFF,207.48,0.0001,1185.79
18985,22,AAFFFAAFFFZFAAFFZFFZFFFSZFZFFFZFZFZFF,222.46,0.0001,1152.58
18986,22,AAFFFAAFFFZFAAFFFZFZFZFZFFZFFFACAFFFZF,216.81,0.0001,1135.89
18987,22,AAFFFZFFACAFFZFZFFFZFAAFFFZFZFZFZFFZFF,207.9,0.0001,1176.56
18988,22,AAFFAAFFFAAFFFZFAAFZFFFZFFAAFZFFZFZFFF,214.21,0.0001,1110.46
18989,22,AAFFAAFFFAAFFFZFZFAAFFZFFFZFAAFFZFZFFF,215.69,0.0002,1114.73
18990,22,AAFFAAFFZFFFAAFFZFFAAFZFFFAAFZFFFZFZFF,216.84,0.0002,1108.59
18991,22,AAFFZFZFFFZFAAFFZFZFFZFFFACAFFZFZFFFZF,209.67,0.0001,1169.56
18992,22,AAFFFAAFFFSFZFFFAAFFZFZFFAAFFFAAFFFZF,215.37,0.0001,1065.32
18993,22,AAFFFZFFZFAAFFZFFZFZFFZFZFFFASFZFFZF,214.92,0.0001,1120.43
18994,22,AAFFFSFFAAFFZFFAAFFFZFFAAFZFFAAFZFFFZFFZF,210.91,0.0001,1221.46
18995,22,AAFFAAFFFZFFAAFFFSFFAAFFZFZFFFAAFFZFF,215.24,0.0001,1062.84
18996,22,AAFFFZFAAFFZFFFAAFFZFFACAFFFZFZFFZFFZF,216.24,0.0001,1119.36
18997,22,AAFFFZFAAFFZFFFACAFFFZFFAAFFZFZFZFFFZF,212.78,0.0001,1128.06
18998,22,AAFFACAFFFZFFZFZFFAAFFFAAFFZFFAAFFZFFF,214.66,0.0001,1079.20
18999,22,ACAFFFZFZFZFFZFFZFZFZFFZFFFSZFZFFFZFF,216.41,0.0001,1207.72
19000,22,AAFFFAAFFFACAFFFZFFZFZFZFFZFAAFFFZFFZF,218.36,0.0001,1130.81
19001,22,AAFFFACAFFZFFFSFFZFZFZFFZFFAAFFZFZFFF,211.87,0.0002,1123.74
19002,22,AAFFFZFFAAFFZFFZFZFFZFAAFFFZFZFFZFFFS,209.7,0.0001,1141.52
19003,22,AAFFFZFZFFZFSFFZFFZFZFFZFFACAFFFZFFZF,217.23,0.0002,1155.03
19004,22,AAFFFZFZFFSFZFFZFFZFFACAFFFZFFAAFFZFF,206.84,0.0001,1064.00
19005,22,AAFFAAFFFAAFFZFZFFFAAFFZFFACAFFFZFZFFF,205.68,0.0002,1086.44
19006,22,AAFFFACAFFZFFFAAFZFFFACAFFFZFFZFZFAAFFZFFF,218.08,0.0001,1214.28
19007,22,AAFFFZFFAAFFZFFFACSZFFZFFAAFFFZFZFZFFZF,218.74,0.0001,1224.73
19008,22,AAFFACAFFFZFZFFFZFZFAAFFFSFZFFZFFZFZFZFFF,210.04,0.0001,1286.06
19009,22,AAFFFAAFFFACAFFFZFFAAFFSFFZFFZFFZFAAFZFFF,208.03,0.0001,1187.06
19010,22,AAFFFAAFFFZFZFFZFSFFZFZFFZFFAAFFFZFZF,213.86,0.0001,1152.76
19011,22,AAFFFZFAAFFZFZFFFZFZFZFZFFZFZFFZFF,214.21,0.001,1075.65
19012,22,AAFFAAFFFZFAAFFZFFZFFZFZFFACAFFFZFZFFF,213.65,0.0001,1123.56
19013,22,AAFFZFFZFFSFFZFZFZFFZFFFACAFFZFZFFFZF,202.89,0.0001,1157.17
19014,22,AAFFFZFZFFFACAFFFSFFZFZFFZFFAAFFZFFZF,202.49,0.0002,1119.42
19015,22,AAFAAFFFZFFZFZFFAAFZFFFAAFFFAAFFZFZFFF,217.43,0.0001,1113.55
19016,22,AAFFFZFAAFFFZFFAAFFSFFZFFAAFFFZFZFZFF,206.44,0.0001,1106.20
19017,22,AAFFZFFFZFZFFZFACAFFFZFZFZFFFZFAAFFZFFZFFFSZF,209.05,0.0001,1452.00
19018,22,AAFFFZFFAAFFZFZFFZFFSFFZFZFFFACAFFFZF,210.26,0.0001,1118.59
19019,22,AAFFFAAFFFZFAAFFZFFFSFZFFZFFAAFZFFFZF,206.21,0.0001,1098.83
19020,22,AAFFFZFFACAFFZFFZFFFSFZFZFFZFFAAFFZFF,200.44,0.0001,1105.81
19021,22,AAFFAAFFFZFFSFFZFZFFAAFFFAAFZFFFZFZFF,205.93,0.0001,1106.83
19022,22,AAFFAAFFFZFFZFACAFFFZFFZFZFFAAFFZFFZFF,210.19,0.0001,1116.34
19023,22,AAFFFAAFFFAAFFZFFFSZFFZFFZFFAAFZFFFZF,214.75,0.0001,1101.65
19024,22,AAFFAAFFFZFAAFZFFZFFFZFZFAAFFZFFAAFZFFFZFF,217.73,0.0001,1268.58
19025,22,AAFFZFFZFFAAFFZFFZFFASFZFZFFFZFZFZFF,216.29,0.0001,1119.38
19026,22,AAFFFZFAAFFZFFZFFFASFZFZFZFFZFFZFZFF,210.4,0.0001,1123.75
19027,22,AAFFFZFAAFFZFFFSFZFFFAAFZFFAAFFFZFZFF,217.43,0.0001,1102.06
19028,22,AAFFFZFZFFZFFZFAAFFZFFZFZFFZFFZFZF,207.42,0.0008,1062.41
19029,22,AAFFACAFFFZFZFFFAAFFZFZFFAAFFZFFZFZFFF,204.59,0.0001,1127.95
19030,22,AAFFFAAFFFZFZFZFZFZFFFZFZFFSFFAAFFFZF,204.55,0.0001,1160.01
19031,22,AAFFZFFFZFAAFZFFZFFZFFZFAAFZFFFZFZFFZF,213.75,0.0001,1182.12
19032,22,AAFFZFFZFFZFZFFFACAFZFFZFFZFZFFZFFZFZF,208.05,0.0001,1198.15
19033,22,AAFFFZFFZFFAAFZFZFFZFFZFZFFZFFSFFZFZF,201.56,0.0001,1178.39
19034,22,AAFFFZFZFZFZFFFZFFACAFZFFFZFZFZFFZFFZF,210.26,0.0001,1214.30
19035,22,AAFFAAFFFZFZFFAAFFZFFZFFAAFFFSZFFFZFF,209.85,0.0001,1100.41
19036,22,AAFFFZFAAFFFZFZFFAAFZFFFZFFAAFZFZFFFZF,210.85,0.0001,1157.03
19037,22,AAFFFZFZFFZFZFZFFFASFZFZFFFZFZFZFZFF,219.03,0.0001,1182.42
19038,22,AAFFFSZFFFAAFFFZFAAFFZFFZFFAAFFZFZFFF,213.39,0.0001,1105.10
19039,22,AAFFFZFAAFZFFFAAFFFZFZFZFFAAFZFFFZFZFF,206.21,0.0001,1159.55
19040,22,AAFFFZFFAAFZFZFFZFZFFFZFZFZFAAFFFZFZFF,214.4,0.0002,1201.88
19041,22,AAFFAAFFFAAFZFFFZFZFFAAFFFSFZFFZFZFFF,212.54,0.0001,1105.03
19042,22,AAFFFZFZFFZFZFZFFFACAFZFFFZFFZFZFZFZFF,212.45,0.0001,1219.18
19043,22,AAFFFACAFFFAAFFZFFAAFFFZFZFFZFAAFZFZFFFZFF,208.89,0.0001,1243.38
19044,22,AAFFZFFFASFZFZFFFZFAAFFZFZFFZFFZFZFF,211.88,0.0001,1124.89
19045,22,AAFFZFFAAFFZFFFACAFFFZFZFFFSZFFZFFZFF,213.19,0.0002,1112.95
19046,22,AAFFFAAFFFZFAAFFFAAFFFZFAAFFZFZFFFZFZF,213.2,0.0001,1119.06
19047,22,AAFFAAFFFZFFAAFFZFFZFZFZFZFFZFFFSFFZF,217.7,0.0001,1146.09
19048,22,AAFFFAAFFFZFAAFFZFFZFFZFZFAAFFZFFFZFZF,215.99,0.0001,1149.37
19049,22,AAFFAAFFFZFFACAFFFSFFZFFZFFAAFZFFAAFFFZFF,219.16,0.0001,1192.42
19050,22,AAFFZFFFACCAFFFZFFZFFAAFFZFZFFZFZFFZFF,214.48,0.0001,1134.14
19051,22,AAFFFZFAAFFFZFZFFFSFZFFAAFZFFFZFZFFZF,210.65,0.0001,1146.81
19052,22,AAFFAAFFFAAFFFZFZFFAAFZFFZFFZFFSFFZFF,203.05,0.0001,1096.94
19053,22,AAFFFZFFASFZFFZFZFFZFZFFZFFAAFZFFFZF,214.04,0.0002,1122.84
19054,22,AAFFAAFFFAAFFFSFZFFZFFZFZFFAAFZFFZFFF,213.13,0.0001,1095.46
19055,22,AAFFAAFFFZFFAAFFZFFAAFFZFFFSZFFFZFZFF,214.15,0.0001,1102.52
19056,22,AAFFFAAFFZFFFAAFZFZFFZFFFACAFFZFFZFFZF,218.29,0.0002,1117.52
19057,22,AAFFZFFFACAFFZFZFFFZFZFZFFSFFZFZFFZFF,210.14,0.0001,1161.58
19058,22,AAFAAFFFAAFFFAAFFFAAFFFSFFAAFZFFFAAFFZFFF,207.53,0.0001,1153.18
19059,22,AAFFFAAFZFFFZFZFFAAFFFSFFAAFFZFFZFFZF,217.86,0.0001,1103.48
19060,22,AAFFAAFFFAAFFFZFFAAFZFZFZFFFZFZFZFFZFF,209.33,0.0001,1156.78
19061,22,AAFFZFFFSFFZFZFZFZFFFZFAAFFZFZFFFZFZF,203.45,0.0001,1200.09
19062,22,AAFFFSFFZFFACAFFFZFFAAFZFFFZFFACAFFZFFZFF,209.6,0.0001,1152.03
19063,22,AAFFFAAFFFZFAAFZFFFZFZFFZFSFFZFFZFZFF,203.05,0.0001,1149.36
19064,22,AAFFFSFZFFZFFACAFFFZFFZFZFFAAFFZFZFFF,209.76,0.0001,1112.00
19065,22,AAFFFAAFFFZFACAFFFZFFZFFACAFFZFFFZFAAFFZFF,215.02,0.0001,1216.29
19066,22,AAFFFZFFACAFFFZFZFFZFZFFZFFACAFFFZFFZF,210.01,0.0002,1140.90
19067,22,AAFFFZFAAFFZFFFAAFFZFSFFZFFZFFAAFFZFF,216.81,0.0001,1097.73
19068,22,AAFFFAAFFFZFZFZFZFFFSZFFFZFFAAFFZFZFF,215.24,0.0001,1156.66
19069,22,AAFFACAFFFZFZFFZFZFFFAAFFSFFAAFFFAAFFZFFF,206.29,0.0001,1203.14
19070,22,AAFFFAAFFFZFAAFZFFFZFZFZFFFSFFAAFFZFF,214.8,0.0001,1112.09
19071,22,AAFFFAAFFFAAFFFZFAAFZFFFZFAAFFFZFZFFZF,212.39,0.0002,1115.75
19072,22,AAFFFAAFFFZFFAAFZFFAAFFFZFZFZFFFAAFFZF,211.44,0.0001,1113.83
19073,22,AAFFFAAFFFSFFAAFFFZFAAFFZFFFAAFZFFZFF,216.41,0.0002,1063.49
19074,22,AAFFFZFFAAFZFFZFFAAFFFZFZFFACAFFFZFFZF,218.71,0.0003,1119.04
19075,22,AAFFFZFFZFZFFACAFFFZFFZFAAFFFZFZFFZFZF,225.69,0.0001,1169.10
19076,22,AAFFFAAFZFFFAAFFZFFAAFFFZFZFAAFFZFFFZF,212.12,0.0002,1111.59
19077,22,AAFFFSFFZFAAFFZFFZFFAAFFFZFAAFFZFZFFF,209.87,0.0001,1104.37
19078,22,AAFFFSZFFFZFFACAFFFZFFZFZFAAFFFZFZFZFFFZF,211.62,0.0001,1289.74
19079,22,AAFFFZFFAAFZFFZFFZFZFZFFZFFZFFASFZFF,205.24,0.0001,1114.91
19080,22,AAFFZFFZFFFSFFACAFFZFFZFZFFZFFZFZFZFF,221.61,0.0001,1152.10
19081,22,AAFFAAFFFZFAAFFFAAFFZFFZFFZFAAFZFFZFFF,207.73,0.0001,1101.50
19082,22,AAFFZFFFZFAAFZFFZFFSFFZFZFFFZFACAFFFZFZFF,213.23,0.0001,1276.51
19083,22,AAFFAAFFFZFAAFFFZFZFFFSZFFFAAFFZFZFFF,216.71,0.0001,1114.76
19084,22,AAFFFAAFFFACAFFFZFFAAFFFSFFZFZFZFFZFF,209.61,0.0002,1082.08
19085,22,AAFFFZFFSFZFFZFZFFZFFAAFFZFFZFZFF,199.52,0.0002,993.61
19086,22,AAFFAAFFFAAFFFAAFFZFZFFFZFACAFZFFFZFFAAFFF,211.93,0.0001,1215.99
19087,22,AAFFZFFZFFAAFFZFZFFZFZFFFZFACAFFZFFFZF,212.71,0.0001,1162.26
19088,22,AAFFFAAFFFSFFZFZFZFFFAAFFZFAAFFFZFFZF,223.6,0.0001,1110.44
19089,22,AAFFFAAFFFZFZFFAAFFFAAFZFZFFFZFZFFZFZF,209.52,0.0001,1161.73
19090,22,AAFFFZFAAFFZFZFFZFZFFFZFZFAAFZFFZFFZFF,205.79,0.0001,1190.13
19091,22,AAFFFAAFFFAAFFFSFFZFAAFFFAAFFFZFZFZFF,221.38,0.0002,1075.30
19092,22,AAFFFZFFAAFFZFZFFFACAFFZFFFZFAAFFZFFZF,215.41,0.0001,1120.54
19093,22,AAFFFAAFFZFFZFFAAFZFFZFFFSFFSFFZFZFF,213.87,0.0001,1096.04
19094,22,AAFFAAFFFZFFSFFZFZFFZFZFZFZFFFAAFFFZF,215.21,0.0001,1152.50
19095,22,AAFFFAAFFFZFZFZFFZFAAFFFZFFAAFFFSFFZF,214.15,0.0001,1110.91
19096,22,AAFFFZFAAFFZFFFSZFFFZFZFZFFZFFAAFZFFF,225.47,0.0001,1149.59
19097,22,AAFFAAFFFZFFAAFFZFFZFAAFFZFFFSFFZFZFF,210.94,0.0001,1100.20
19098,22,AAFFFZFFSFFZFZFFAAFZFFFZFZFZFFFAAFZFF,214.46,0.0001,1149.86
19099,22,AAFFFAAFFFZFZFZFZFFFAAFZFFZFFFACAFFFZF,223.86,0.0001,1139.85
19100,22,AAFFZFFZFZFFZFFAAFFZFZFFFSFFZFZFF,211.49,0.0001,1026.12
19101,22,AAFFFSFFSFZFFZFFZFZFFZFAAFFFZFZFZFFF,213,0.0001,1140.11
19102,22,AAFFFSFZFZFFFAAFFZFFZFAAFFZFFFAAFZFFF,212.58,0.0001,1101.89
19103,22,AAFFFSFZFFFACAFFFZFZFFAAFFFZFZFZFZFFF,223.36,0.0001,1128.17
19104,22,AAFFFZFZFZFZFFFSFFZFFACAFFFZFFAAFFZFF,212.48,0.0001,1123.33
19105,22,AAFFFSFFZFZFFZFAAFFFZFFZFAAFZFFFZFZFF,212.12,0.0001,1147.81
19106,22,AAFFZFFFZFZFZFFAAFFZFFZFZFFZFZFFZFFFS,211.5,0.0002,1184.29
19107,22,AAFFFACAFFFZFFSFFZFZFFAAFFFZFZFZFZFFF,218.03,0.0001,1128.10
19108,22,AAFFFZFFAAFZFFZFFZFZFFFACAFFZFZFFFZFZF,209.21,0.0001,1166.75
19109,22,AAFFZFFFACAFFFZFAAFFZFFFZFAAFFZFZFFZFF,217.01,0.0001,1119.79
19110,22,AAFFFACAFFFZFZFFZFFAAFZFFZFFFAAFZFZFFF,215.6,0.0002,1125.76
19111,22,AAFFFZFFACCAFFFZFFZFZFFZFZFFZFZFZFFZFF,216.5,0.0001,1179.92
19112,22,AAFFFAAFFFZFZFFACAFFFZFFZFAAFFFZFZFFZF,208.09,0.0002,1134.92
19113,22,AAFFFSFZFFZFFAAFFZFZFFZFFZFFACAFFZFFF,213.6,0.0001,1102.02
19114,22,AAFFFAAFFFZFAAFFFZFZFZFZFFFZFSFFZFFZF,210.13,0.0002,1155.93
19115,22,AAFFAAFFFAAFFZFFZFZFZFFZFFFACAFZFFZFFF,208.7,0.0001,1124.17
19116,22,AAFFAAFFFAAFFFZFAAFFZFFZFFFSZFFZFZFFF,200.49,0.0001,1104.85
19117,22,AAFFZFFACAFFFZFZFFFZFAAFFZFZFZFFZFFZFF,202.06,0.0001,1162.34
