pore_number,pore_N,Canonical_STRONGs,formation_time,formation_probability,formation_energy
8202,18,AAFFZFFFZFAAFFZFFSFFZFFZFZFFZFZFF,191.3,0.0004,1015.08
8203,18,AAFFFZFAAFFFZFZFFZFZFZFFFZFSFFZFF,194.54,0.0004,1030.80
8204,18,AAFFFZFFAAFZFZFFZFFFZFAAFFSFFZFFZFZFF,190.7,0.0001,1139.68
8205,18,AAFFFZFZFFSFFZFFZFFAAFZFFZFFZFFZF,191.48,0.0001,1009.75
8206,18,FFFSZFFZFFZFZFZFFFZFZFZFZFZFFFZFZ,197.49,0.0001,1118.52
8207,18,AAFFFZFFACAFFZFFFAAFFZFFZFZFZFFZFF,186.22,0.0005,994.79
8208,18,AAFFFSFFZFAAFFFZFFAAFFZFFZFZFZFFF,191.97,0.0002,983.96
8209,18,AAFAAFFFAAFFFZFZFZFFFAAFFAAFFZFZFFFZFF,193.07,0.0001,1116.76
8210,18,AAFFAAFFFAAFZFFFZFZFFZFZFZFZFFZFFF,188.72,0.0003,1034.33
8211,18,AAFFFACAFZFFFZFFZFAAFFFZFAAFFFZFZFZFFF,191.02,0.0002,1133.82
8212,18,AAFFAAFFFAAFFZFFZFZFFFAAFZFZFFZFFF,196.09,0.0009,986.42
8213,18,AAFFASZFFFZFFZFZFZFFZFZFFZFFAAFFZFFF,192.97,0.0001,1121.22
8214,18,ACAFFFZFFACAFFFZFZFFZFFFSFZFZFZFFZFFF,194.18,0.0001,1135.67
8215,18,AAFFFZFFAAFZFFZFFFACAFFFZFZFFZFZFF,191.93,0.0007,1000.66
8216,18,AAFFFZFAAFFFZFFZFSFFZFZFFZFFZFZFF,187.99,0.0002,1022.15
8217,18,AAFFFZFFZFZFZFZFFFAAFZFFZFFFZFACAFFFZF,200.63,0.0001,1172.63
8218,18,AAFFAAFFAAFFFZFFZFZFFSFFZFZFZFZFFFZFF,188.99,0.0001,1147.26
8219,18,AAFFFZFZFFZFZFZFZFFFZFFAAFZFZFFFZF,200.26,0.0003,1079.15
8220,18,AAFFFZFZFFZFZFZFFFSFZFFFZFAAFFZFF,186.5,0.0001,1022.59
8221,18,AAFFFSFFZFZFFZFZFFFAAFZFZFFFZFZFF,189.63,0.0002,1037.71
8222,18,AAFFFZFFAAFFZFFZFZFFFSFZFZFFFZFZF,189.38,0.0002,1022.71
8223,18,AAFFFZFZFZFZFFFSFFZFFZFAAFFZFFZFF,200.51,0.0001,1022.96
8224,18,AAFFFZFAAFFZFFZFFFACAFFZFFZFZFFZFF,193.78,0.0004,991.78
8225,18,AAFFFZFAAFZFFFZFZFZFFFZFSFFZFAAFFFZFF,194.61,0.0001,1154.30
8226,18,AAFFAAFFFZFZFFFACAFFZFFZFFZFZFZFFF,195.59,0.0003,1005.08
8227,18,AAFFFZFFZFZFZFFZFZFFZFZFFFZFSFFZF,194.22,0.0002,1068.83
8228,18,AAFFFAAFFZFFFSFZFZFFFZFAAFFZFFZFF,193.95,0.0004,975.22
8229,18,AAFFFSFFZFFZFFAAFZFFZFFZFZFFZFFZF,194.71,0.0001,1011.06
8230,18,AAFFZFFSFFZFFZFFAAFFZFZFZFFFZFZFF,189.29,0.0001,1018.90
8231,18,AAFFFZFZFFFSFZFZFFZFFZFFAAFZFFFZF,194.64,0.0002,1019.43
8232,18,AAFFFAAFFFAAFFFSFFZFZFFZFZFZFFFZF,189.49,0.001,992.46
8233,18,AAFFFACAFFFSFFZFFZFFAAFZFFFAAFFZFZFFF,202.36,0.0001,1079.29
8234,18,AAFFFZFZFFFACAFFFZFZFFAAFFFZFZFFZF,190.2,0.0007,1008.34
8235,18,AAFFFZFFAAFFZFFZFFSFFZFZFZFFFZFZF,195.16,0.0004,1021.51
8236,18,AAFFFZFZFFZFZFFAAFFZFFZFFFACAFFZFF,192.56,0.0002,995.48
8237,18,AAFFFAAFFFZFFAAFFZFZFZFFZFFZFFZFZF,192.24,0.0002,1025.71
8238,18,AAFFZFFFSFFSFFZFZFFZFFAAFFZFFZFF,193.12,0.0003,974.15
8239,18,AAFFFZFFZFZFFAAFFZFFZFZFFZFFFSFZF,191.19,0.0001,1012.86
8240,18,AAFFFZFFAAFFZFFZFAAFFFZFZFFFAAFZFF,189.03,0.0007,983.88
8241,18,AAFFFZFAAFZFFFZFFZFAAFFZFFZFZFFZFF,187.72,0.0007,1019.73
8242,18,AAFFAAFFFZFZFFZFFZFAAFZFFFZFZFFZFF,192.28,0.0003,1023.62
8243,18,AAFFFAAFFFZFFACAFFZFFFAAFZFFFZFAAFFFZF,194.55,0.0001,1084.66
8244,18,AAFFAAFFFZFZFFAAFFFZFZFFSFFZFZFFF,191.87,0.0003,987.55
8245,18,AAFFZFFZFFZFZFFAAFZFFFZFFSFFZFZFF,188.95,0.0001,1015.57
8246,18,AAFFFZFFZFZFFAAFZFFFZFZFFASFFZFFZFZF,194.93,0.0001,1127.60
8247,18,ACAFFFACAFFFZFFZFZFFFSFZFZFFZFZFFZFFF,192.71,0.0001,1075.24
8248,18,AAFFZFFZFFZFZFZFFFSFFSFFZFFZFZFF,199.5,0.0002,1020.79
8249,18,AAFFFAAFFFAAFFFZFAAFFFAAFFZFFZFFZF,195.73,0.0007,943.51
8250,18,ASFFZFZFFZFFZFZFFZFZFZFZFFFZFZFFFSF,200.04,0.0001,1170.18
8251,18,AAFFFZFAAFFZFFZFFZFZFFFSZFFZFFZFF,186.42,0.0001,1013.51
8252,18,AAFFFAAFFFSFFZFZFZFFFZFAAFFZFFZFF,190.63,0.0004,984.71
8253,18,AAFFFZFFACAFFZFFFZFZFZFZFFZFFZFZFF,201,0.0002,1046.37
8254,18,AAFFAAFFFZFFSFFZFZFFFACAFFZFFZFZFFFZF,191.89,0.0001,1116.90
8255,18,AAFAAFFFAAFFFZFZFFZFFSFZFFAAFFFZFZFFF,199.07,0.0001,1087.52
8256,18,AAFFFACAFFZFFZFFZFZFFFASFZFZFFZFZFFF,191.85,0.0001,1098.42
8257,18,AAFFZFFZFFFSZFFZFFZFFAAFZFFFZFZFF,188.4,0.0001,1014.75
8258,18,AAFFFZFZFFFSZFFFZFZFZFZFFFZFZFZFF,199.85,0.0004,1087.68
8259,18,AAFFZFZFFZFFZFFFSZFFZFZFFZFZFFFZF,199.65,0.0003,1061.63
8260,18,AAFFFZFZFZFFZFZFFZFFZFFASFZFFZFF,193.21,0.0003,995.17
8261,18,AAFFFAAFFFZFZFFAAFZFFFAAFFFZFZFZFF,186.89,0.0006,996.67
8262,18,AAFFZFFZFFAAFFZFFZFFZFSFFZFZFFFZF,197.44,0.0004,1014.74
8263,18,AAFFFASFZFFZFFZFZFZFFZFFZFZFZFFF,198.89,0.0004,1004.64
8264,18,AAFFFZFZFZFFFACAFFFZFFZFZFZFZFFFZF,197.09,0.0005,1052.36
8265,18,AAFFFZFZFZFFZFZFFZFFZFFASFZFFZFF,194.03,0.0004,996.15
8266,18,AAFFAAFFFZFZFFAAFFFZFZFFAAFZFFFZFF,187.28,0.0008,988.88
8267,18,AAFFFZFZFFZFZFFZFFASFFZFZFFZFFZF,188.16,0.0002,1011.24
8268,18,AAFFZFFFACAFFZFFZFFFSFZFFZFAAFFZFFFZF,190.09,0.0001,1103.97
8269,18,AAFFAAFFZFFFAAFFZFFAAFFFSFFAAFFZFFFZF,192.37,0.0001,1059.20
8270,18,AAFFFZFFAAFFFZFZFAAFFFZFZFFZFFZFZF,194.58,0.0003,1030.04
8271,18,AAFFAAFFZFFFZFSFFZFFAAFFZFFAAFFZFFFZF,192.17,0.0001,1097.91
8272,18,AAFFFACAFFZFFZFFZFFAAFFZFZFFZFZFFF,188.19,0.0004,994.91
8273,18,AAFFZFFZFFFSFZFFZFZFZFFZFZFFFZFZF,201.12,0.0003,1060.41
8274,18,AAFFFZFFZFZFZFFZFFZFSFFZFFZFFZFZF,202.31,0.0002,1058.06
8275,18,AAFFFSFZFFFAAFZFFZFFZFFAAFFZFZFFF,193.55,0.0002,974.82
8276,18,AAFFFAAFFZFFAAFFFZFZFFZFSFFZFFZFF,199.67,0.0003,978.44
8277,18,AAFFFZFZFFFSZFFZFFZFFZFZFZFZFFFZF,196.73,0.0002,1068.12
8278,18,AAFFFAAFFFSFFZFZFFAAFZFFFZFFZFAAFZFFF,190.41,0.0001,1107.12
8279,18,AAFFFZFZFZFFZFFZFFAAFFSFFZFFZFFZF,193.65,0.0001,1012.46
8280,18,AAFFFZFAAFFFZFZFFAAFFZFFFZFACAFFZFFFZF,193.15,0.0001,1126.94
8281,18,AAFFFZFFAAFZFFFZFZFFFSAAFFFZFFZFZFFZF,199.83,0.0001,1144.73
8282,18,AAFFFAAFZFFFZFFAAFFZFZFZFFZFFZFFZF,197.9,0.0005,1023.44
8283,18,AAFFFZFFAAFFZFAAFFFZFFZFFSFFSFFZFZFF,192.26,0.0001,1093.62
8284,18,AAFFFAAFFZFFFAAFFZFZFZFFZFZFFFZFZF,194.66,0.0005,1035.41
8285,18,AAFFFAAFFZFFFACAFFFZFFZFACAFFZFFFAAFFFZFZF,197.44,0.0001,1176.54
8286,18,AAFAAFFFAAFFFZFFZFAAFFZFZFFZFFAAFFFZFF,185.2,0.0001,1104.14
8287,18,AAFFFZFAAFZFFFZFZFFZFFFSAAFFFZFZFFZFF,192.03,0.0001,1145.03
8288,18,AAFFFAAFFFZFZFZFZFFZFFFSFFAAFFZFF,200.5,0.0002,987.36
8289,18,AAFFFZFZFFZFZFZFFZFFFASFZFFZFZFF,193.32,0.0001,1013.44
8290,18,AAFZFFFZFFSFFZFZFFZFZFZFFZFFZFFZF,200.27,0.0002,1058.23
8291,18,AAFFFAAFFFZFZFZFFZFFAAFFZFFZFFFSF,193.33,0.0004,977.50
8292,18,AAFFFZFSFFZFFZFFAAFFZFZFFFAAFFZFF,191.88,0.0003,979.21
8293,18,AAFFFZFZFFZFFZFAAFFZFFZFFZFZFFFSF,183.77,0.0001,1013.35
8294,18,AAFFAAFFFZFFAAFFZFFFSFZFZFFZFFZFF,190.1,0.0001,969.69
8295,18,AAFAAFFFZFFAAFFZFFZFZFFZFFASFZFFZFFF,205.96,0.0001,1074.70
8296,18,AAFFAAFFZFFFZFSFFZFFZFAAFZFFFZFZFFZFF,199.9,0.0001,1141.19
8297,18,AAFFFAAFFFZFAAFFFZFFASFZFFZFFAAFFFZF,202.41,0.0002,1042.09
8298,18,AAFAAFFFZFFZFZFZFFFSFFZFZFZFZFFZFFFZF,194.01,0.0001,1195.11
8299,18,AAFFFAAFZFFZFFFZFZFAAFZFFFAAFFZFFZFFZF,188.25,0.0001,1144.48
8300,18,AAFFZFFZFFAAFFZFFZFZFFFACAFFZFFFZF,195.19,0.0006,991.64
8301,18,AAFFAAFFFZFZFFZFFSFFAAFFFZFZFZFFF,196.97,0.0001,985.60
8302,18,AAFFFAAFFFSFZFFZFFZFZFFZFAAFFFZFF,192.48,0.0002,973.34
8303,18,AAFFFACAFFZFFZFZFFFAAFZFFFZFAAFZFFZFFF,188.33,0.0001,1126.37
8304,18,AAFFFZFZFFAAFFFZFZFZFZFFFZFFSFZFF,195.11,0.0001,1019.90
8305,18,AAFFFZFZFZFZFZFFFAAFFFZFZFZFZFZFFF,188.83,0.0001,1091.03
8306,18,AAFFZFFFZFZFAAFZFFFZFFZFAAFZFFFZFZFFZF,193.86,0.0001,1189.49
8307,18,AAFFAAFFFZFZFFFAAFFSFFZFZFFAAFFFZFFZF,188.44,0.0001,1104.71
8308,18,AAFFFZFFZFFAAFZFFZFZFFFAAFFZFFZFZF,201.96,0.0001,1022.39
8309,18,AAFFFACAFFFAAFFFZFZFFZFZFZFFZFZFFF,189.71,0.0005,1013.53
8310,18,AAFFFZFZFFZFZFZFFFZFZFSFFZFFZFFZF,194.98,0.0002,1067.78
8311,18,AAFFFAAFFFSFZFZFFFAAFFZFFFACAFFZFZFFF,190.32,0.0001,1084.35
8312,18,AAFFAAFFFZFFZFZFZFFZFZFZFFFAAFFFZF,196.97,0.0002,1033.69
8313,18,AAFFFAAFZFFFZFZFFZFZFFASFZFFZFFZFFZF,192.24,0.0001,1118.57
8314,18,ACAFFFZFZFFFACAFFFZFZFFZFZFFFSZFFFZFF,197.39,0.0001,1090.82
8315,18,AAFFFAAFFZFFZFZFFFSFFSFFZFZFFZFF,196.51,0.0003,982.22
8316,18,AAFFFZFAAFFZFFFZFAAFFZFFZFZFZFFFZF,198.91,0.0006,1029.17
8317,18,AAFFAAFFFAAFFZFFZFFZFZFZFZFZFFFZFF,196.32,0.0002,1028.73
8318,18,AAFFFZFZFFZFZFFAAFFZFFFZFAAFZFFFZF,193.13,0.0004,1029.43
8319,18,AAFFFSFFZFFAAFFZFFZFFAAFZFFFZFZFF,190.32,0.0007,977.89
8320,18,AAFFZFFZFFZFFSFFZFZFFAAFZFFZFFFZFZFZF,199.09,0.0001,1178.10
8321,18,AAFFFACAFFFZFZFFFSZFFFZFZFFZFAAFFZFFF,204.95,0.0001,1125.09
8322,18,AAFFFAAFFFZFZFZFFFAAFZFZFFFZFZFFZF,196.4,0.0004,1038.88
8323,18,AAFFFZFFZFAAFZFFZFFFZFAAFFZFZFFFSFFZF,197.61,0.0001,1143.14
8324,18,AAFFACAFFFZFZFFFAAFZFFZFFFSFFACAFFZFFZFFF,203.28,0.0001,1193.22
8325,18,AAFFFAAFFZFZFFFZFZFZFZFZFFFAAFFFZF,193.3,0.0008,1042.90
8326,18,AAFFAAFFZFFFZFZFAAFFFZFZFZFFZFFZFF,185.63,0.0002,1026.29
8327,18,AAFFFZFFASFZFFZFZFFZFFZFZFZFFZFF,187.2,0.0002,996.20
8328,18,AAFFFZFFZFZFFAAFZFFFZFZFFAAFFFZFZF,193.67,0.0005,1032.54
8329,18,AAFFFAAFFFAAFFFZFZFZFZFZFFFZFZFFZF,195.71,0.0004,1042.04
8330,18,AAFFFZFFACAFFZFFZFFZFZFFFACAFZFFFZFZFF,189.39,0.0001,1137.82
8331,18,AAFFFZFAAFFZFZFFFAAFZFFFZFZFFACAFFZFFF,198.53,0.0001,1128.73
8332,18,AAFFFSFFZFFZFZFFAAFZFFFZFZFFZFZFF,187.63,0.0001,1025.04
8333,18,AAFFFZFFZFZFZFZFFFAAFFZFFZFFSFFZF,199,0.0002,1020.94
8334,18,AAFFZFFFZFZFFAAFZFFZFFZFZFFZFFZFZF,196.25,0.0003,1061.69
8335,18,AAFFAAFFFZFZFFZFFSFFZFFACAFFFZFZFFFZF,193.1,0.0001,1117.99
8336,18,AAFFAAFFFZFZFFFACAFZFFFZFZFFFSFZFZFFF,194.46,0.0001,1128.93
8337,18,AAFFAAFFFAAFFZFFFZFAAFZFZFFFZFAAFFFZFF,192.8,0.0001,1110.38
8338,18,AAFFAAFFAAFFFZFFZFZFZFFFASFAAFFFAAFFFZFF,193.09,0.0001,1169.21
8339,18,AAFFFAAFFZFFFACAFFFZFZFFAAFFFZFZFF,194.46,0.0009,965.14
8340,18,AAFAAFFFZFFAAFFFAAFFZFFZFZFZFFZFFF,200.59,0.0003,985.10
8341,18,AAFFZFFZFZFFZFFZFFACAFZFFFZFZFFFSFFZF,192.29,0.0001,1156.44
8342,18,AAFFFZFZFFFSZFFFACAFFFZFFZFFAAFZFFZFF,200.15,0.0001,1116.48
8343,18,AAFFFZFZFFZFAAFZFFFZFFZFZFZFZFFZFF,190.33,0.0002,1069.25
8344,18,AAFFFSFZFFFAAFFZFZFFZFFZFAAFFFZFF,195.26,0.0005,973.98
8345,18,AAFFFACAFFZFFZFFFSFZFFAAFFFZFAAFFZFFF,192.28,0.0001,1069.11
8346,18,AAFFFZFFAAFZFZFFFZFZFFZFAAFFFZFZFF,185.4,0.0005,1032.66
8347,18,AAFFFZFZFFAAFFZFFFACAFFFZFFAAFFZFF,196.86,0.0007,956.33
8348,18,AAFFFZFAAFZFFFZFZFZFFZFFZFFASFZFZFFF,189.64,0.0001,1126.36
8349,18,AAFFFZFAAFZFFZFFFAAFFZFZFFZFZFZFFF,189.96,0.0003,1030.62
8350,18,AAFFFZFFZFAAFFFZFZFZFFFSFFZFZFFZF,192.8,0.0003,1028.65
8351,18,AAFAAFFFZFFAAFFFAAFFFACAFFFZFFAAFFZFFF,205.03,0.0001,1042.43
8352,18,AAFFFAAFFFZFZFFAAFFFSFFZFZFFZFFZF,195.62,0.0008,984.17
8353,18,AAFFAAFFFZFFZFZFZFFAAFFFAAFFFZFZFF,198.54,0.0001,991.18
8354,18,AAFFAAFFFZFFZFZFFAAFZFFZFFZFFZFZFF,190.45,0.0001,1018.58
8355,18,AAFFFACAFFFZFZFZFFZFZFFFZFZFAAFZFFZFFF,195.58,0.0001,1166.00
8356,18,AAFFFSFFZFFZFZFZFZFFZFFFAAFZFFZFF,194.42,0.0002,1022.07
8357,18,AAFFFZFZFFZFAAFFZFFFZFZFZFZFZFFFZF,197.79,0.0003,1078.44
8358,18,AAFFFZFZFZFFZFFZFFFSZFZFFZFFZFFZF,198.21,0.0001,1058.54
8359,18,AAFAAFFFZFFZFZFZFFZFFZFZFZFZFFFZFF,199.44,0.0001,1070.88
8360,18,AAFFFACAFFFZFFZFZFFZFAAFFFZFZFFZFF,191.81,0.0002,1002.03
8361,18,AAFFFSFFSFFZFFZFZFFZFZFZFFZFFZFF,186.34,0.0001,1020.13
8362,18,AAFFFAAFFFZFFAAFZFZFFFAAFFZFFFACAFFFZF,203.18,0.0002,1087.05
8363,18,AAFFFZFZFFAAFFFZFZFFAAFFZFFZFFFSF,196.91,0.0003,979.14
8364,18,ACAFFFZFZFFZFFZFZFZFFZFZFFFSFFZFF,192.85,0.0005,1038.90
8365,18,AAFFFAAFFZFFZFFZFZFZFZFFFSFFZFFZF,195.22,0.0002,1022.47
8366,18,AAFFFAAFFFZFZFZFFZFZFFFACAFFFZFFZF,198.05,0.0004,1011.12
8367,18,ACAFFFZFZFFZFZFFFACAFFFZFZFFZFZFFF,188.22,0.0002,966.30
8368,18,AAFFZFFFZFZFZFFZFZFZFFZFZFFFZFZFZF,189.05,0.0001,1121.86
8369,18,AAFFFZFFSFFZFZFFZFFZFACAFFFZFFZFFZFZF,199.08,0.0001,1152.44
8370,18,AAFFFZFSFFZFZFZFFFZFZFZFFZFZFZFFF,199.26,0.0004,1080.75
8371,18,AAFFFZFFACAFFFZFFAAFZFFZFFFZFAAFZFFZFF,193.32,0.0001,1117.85
8372,18,AAFFFAAFFFZFZFZFZFFZFFZFFZFSFFZFF,189.21,0.0001,1024.15
8373,18,AAFFAAFFFZFFZFZFSFFZFZFFFZFZFAAFFFZFF,203.71,0.0001,1152.03
8374,18,AAFFFZFFAAFFZFZFFFACAFFFZFFZFZFZFF,187.36,0.0006,1002.90
8375,18,ACAFFFZFFZFZFFZFFSFFSFFZFFZFZFZFFFZF,193.14,0.0001,1154.05
8376,18,AAFFFAAFFFAAFFZFFFSFFSFFAAFFFAAFFFZF,193.2,0.0001,1024.76
8377,18,AAFFFZFFAAFZFFZFFZFFZFSFFZFFZFZFF,194.16,0.0002,1012.77
8378,18,AAFFFZFFZFZFZFZFZFFFAAFFFZFZFZFZFF,197.2,0.0003,1084.31
8379,18,AAFFFZFZFZFZFFFZFAAFFZFFZFFFACCAFFFZFF,195.36,0.0001,1145.45
8380,18,AAFFFZFZFFFSFZFZFFFZFAAFFZFFZFFZF,192.22,0.0001,1019.29
8381,18,AAFFFZFFAAFZFZFFFAAFFFZFZFZFZFFZFF,184.12,0.0004,1034.28
8382,18,AAFFFAAFFFSFFZFZFFZFFAAFFZFZFFFZF,190.5,0.0005,985.38
8383,18,AAFFAAFFFZFFAAFZFFFAAFFZFFFASFZFZFFF,192.69,0.0001,1044.53
8384,18,AAFFZFFZFZFZFFFZFZFZFZFFFSFZFFFZF,187.88,0.0004,1069.15
8385,18,AAFFFZFFSFFZFFAAFZFFFZFZFZFFZFFZF,189.58,0.0002,1018.28
8386,18,ACAFFFZFFZFZFFFSFZFZFFZFFZFZFFZFF,193.46,0.0002,1028.44
8387,18,AAFFAAFFFZFZFFZFZFFFSFZFFAAFFFZFF,188.83,0.0001,978.94
8388,18,AAFFZFFFSFFZFZFFZFZFZFZFFFZFZFFZF,190.2,0.0003,1072.24
8389,18,AAFFFAAFFFSFFSFFZFFZFZFZFFFACAFFFZFF,200.36,0.0001,1078.90
8390,18,AAFAAFFFAAFFFZFZFFZFZFZFFZFZFFZFFF,201.36,0.0003,1032.86
8391,18,AAFFFZFFZFZFFAAFFZFZFFFZFAAFFFZFZF,193,0.0003,1033.02
8392,18,AAFFFZFFZFAAFZFZFFZFFFZFZFAAFFZFFZFZFF,194.82,0.0001,1186.59
8393,18,AAFFFZFZFFZFZFFAAFZFFFZFFZFAAFFZFF,185.58,0.0002,1024.38
8394,18,AAFFFZFFAAFFZFFFACAFZFFZFFFZFAAFFZFFZF,191.04,0.0001,1117.69
8395,18,AAFFFZFZFFZFFFSFAAFFZFFZFFZFZFFZF,185.91,0.0002,1013.95
8396,18,AAFFFAAFFFAAFFFZFAAFZFFZFFFZFAAFZFFFZF,196.29,0.0001,1110.56
8397,18,AAFFZFFZFZFZFFZFFZFFZFAAFZFFZFFFZF,186.85,0.0001,1057.02
8398,18,AAFFFSFFZFZFFZFZFFFACAFFFZFZFFZFF,193.61,0.0007,1000.64
8399,18,AAFFFAAFFZFFFSFZFFZFFAAFZFFFZFZFF,193.88,0.0006,975.14
8400,18,AAFFFAAFFFZFAAFFZFFZFFZFZFFSFFZFF,187.76,0.0001,974.69
8401,18,AAFFFAAFFFSFZFFFAAFZFFFAAFFFACAFFFZFF,188.24,0.0001,1039.80
8402,18,AAFFFZFAAFFZFFZFFZFZFZFFZFFFSZFFF,190.79,0.0001,1020.41
8403,18,AAFFFAAFFZFFSFFZFFZFFAAFZFFZFFZFF,192.05,0.0005,966.03
8404,18,AAFFFAAFFFZFZFFAAFFZFZFFZFFFAAFZFF,193.36,0.0005,988.13
8405,18,AAFFFAAFFFAAFFFAAFFZFFSFFZFFZFZFF,195.57,0.0002,938.90
8406,18,AAFFFACAFZFFFZFZFFAAFFFZFZFFAAFZFFZFFF,187.51,0.0001,1129.66
8407,18,AAFFFZFAAFFZFFFAAFFZFZFFZFFSFFZFF,191.13,0.0001,974.75
8408,18,AAFFFZFZFFZFFAAFFZFZFZFFFZFFAAFZFF,192.96,0.0001,1027.67
8409,18,AAFFZFFZFFZFZFFZFZFZFFFSFZFFFZFZF,190.77,0.0002,1060.27
8410,18,AAFFFZFFZFZFZFFZFZFZFFFZFZFFSFFZF,197.03,0.0001,1069.70
8411,18,AAFFAAFFFZFZFFFSFZFFZFZFFAAFFFZFF,195.26,0.0003,978.57
8412,18,AAFFFSFFAAFFFZFZFZFFZFFZFAAFFFZFF,196.47,0.0003,983.07
8413,18,AAFFFZFFZFAAFFZFFFACAFFFZFFAAFFZFFFSF,194.34,0.0001,1069.64
8414,18,AAFFFZFFAAFFZFZFFAAFFFZFFZFAAFFZFF,186,0.0003,980.38
8415,18,AAFFZFFZFFAAFFZFFZFFZFSFZFFFZFZFF,180.54,0.0001,991.59
8416,18,AAFFAAFFFZFZFZFFFZFAAFZFFFZFZFZFFF,194.65,0.0002,1039.22
8417,18,AAFFAAFFFZFZFFFACAFFFAAFFFZFAAFFZFFFZF,200.98,0.0001,1088.14
8418,18,AAFFFAAFFZFFAAFFFZFFAAFZFFZFZFFFZF,190.93,0.0005,985.20
8419,18,AAFFZFFFSFFZFZFFAAFFZFZFFFZFZFZFF,189.16,0.0003,1030.04
8420,18,ACAFFFZFZFFZFFZFZFFSFFZFZFFZFFZFF,190.99,0.0002,1027.26
8421,18,AAFFFZFZFZFFFZFSFFZFZFZFFFZFZFZFF,195.69,0.0002,1087.75
8422,18,AAFFFZFZFFSFZFFFZFAAFFFZFZFZFFZFF,192.97,0.0002,1007.62
8423,18,AAFFFZFAAFFFZFZFFFSFZFFAAFFFZFZFF,200.77,0.0003,984.11
8424,18,AAFFFZFZFFASFFZFZFFZFFZFZFZFFZFF,190.32,0.0001,1005.24
8425,18,AAFFFSFZFFZFFAAFFZFFFAAFZFFZFZFFF,193.16,0.0001,973.99
8426,18,AAFAAFFFZFZFFZFZFFFSFFZFAAFFZFZFFFZFF,197.94,0.0001,1150.36
8427,18,AAFFFZFZFFFASFZFZFFZFFZFZFFZFZFF,197.51,0.0002,1014.00
8428,18,AAFFFAAFFFSFZFFFAAFFZFFAAFFZFFZFF,192.08,0.0006,929.92
8429,18,AAFFFZFZFZFFZFFFACAFZFFFZFZFFZFZFF,196.3,0.0004,1050.54
8430,18,AAFFFZFZFZFZFFZFFZFFFSFAAFFZFFZFF,199.55,0.0003,1016.27
8431,18,AAFAAFFFZFFZFFAAFZFFZFFZFZFFZFZFFF,189.02,0.0002,1021.57
8432,18,ACAFFFZFFZFZFFZFZFFSFFZFFZFZFFZFF,190.96,0.0004,1028.30
8433,18,AAFFFAAFZFFFZFZFFZFFACAFFZFZFFFZFZFFZF,193.27,0.0001,1167.54
8434,18,AAFFFZFAAFFFZFZFFZFFSFFZFZFZFFFZF,196.38,0.0004,1027.09
8435,18,AAFFZFFZFFZFZFZFZFFFZFFSFZFZFFFZF,197.44,0.0001,1045.75
8436,18,AAFFSFFZFFZFZFFZFZFFZFFAAFZFFFZFF,186.86,0.0003,1014.43
8437,18,AAFFFZFAAFZFFZFFZFFZFZFFAAFFZFZFFF,185.62,0.0004,1023.56
8438,18,AAFFFZFZFZFFFZFAAFFZFFZFZFFZFFFSF,190.63,0.0001,1022.06
8439,18,AAFFFZFFAAFFZFFFSZFFFZFZFZFFZFFZF,199.6,0.0002,1022.44
8440,18,ASFZFFFZFZFZFFZFZFFZFZFFZFFZFZFF,189.04,0.0001,1054.64
8441,18,AAFFFZFFZFFACAFFFZFZFFZFZFFZFFZFZF,186.23,0.0002,1037.77
8442,18,AAFFFAAFFZFFFZFACAFFZFFFZFAAFFZFFZFFZF,202.61,0.0001,1117.36
8443,18,AAFFFACAFFZFFFZFZFZFFZFAAFFFZFZFFFSFF,201.89,0.0001,1127.24
8444,18,AAFFFSZFFFZFZFZFFFAAFFZFZFFZFZFFF,201.92,0.0001,1033.02
8445,18,AAFFFZFFAAFZFFZFFZFFAAFFZFFFSFZFF,186.23,0.0006,966.32
8446,18,AAFFFZFAAFFFZFFZFAAFZFFFZFFACAFFFZFFZF,203.09,0.0001,1126.62
8447,18,AAFFFZFZFFAAFFFZFZFFSFZFFFZFZFZFF,194.55,0.0001,1022.60
8448,18,AAFFFZFFZFAAFFZFFZFFSFFZFFZFZFZFF,188.49,0.0003,1012.69
8449,18,AAFFFAAFFFASFZFZFFFZFZFZFFZFAAFFFZFF,203.25,0.0001,1091.76
8450,18,AAFAAFFFZFFZFFAAFZFFFAAFFZFZFFFSFFZFF,198.54,0.0001,1103.09
8451,18,AAFFAAFFFZFFZFZFZFFZFFAAFZFZFFFZFFZFZF,189.67,0.0001,1190.19
8452,18,AAFFFZFFAAFFZFFZFFSFZFFFAAFFZFFZF,192.29,0.0001,948.41
8453,18,AAFFFACCAFFFZFZFFFZFAAFFZFFZFFAAFZFZFFFZFF,191.01,0.0001,1265.13
8454,18,AAFFFZFZFFFSFAAFFFZFZFFZFFAAFFZFF,188.08,0.0001,979.62
8455,18,ACAFFFZFZFFZFZFFZFFZFZFZFZFFZFFFZF,196.93,0.0003,1088.18
8456,18,AAFFACAFFFZFFZFFAAFFZFFZFZFAAFFFZFFZFF,193.56,0.0001,1109.98
8457,18,AAFFFAAFFFAAFFFAAFFFSFZFFFACAFFFZFFZF,197.19,0.0001,1038.05
8458,18,AAFFFAAFFFZFZFFZFZFAAFFFZFFZFZFFZF,197.41,0.0004,1030.49
8459,18,AAFFFAAFFZFFAAFFFZFZFFFSZFFZFFZFF,194.01,0.0001,978.70
